,mayor,byte_length
22277,Linda Marlene Eales,3952
22278,Linda Marlene Eales,3952
22279,Andy Mitchell,3952
22280,Linda Marlene Eales,3951
22281,Ron Black,3951
22282,Linda Marlene Eales,3951
22283,Ron Black,3951
22284,Linda Marlene Eales,3951
22285,ZABSTAIN,3951
22286,Ron Black,3951
22287,Andy Mitchell,3951
22288,ZABSTAIN,3951
22289,Andy Mitchell,3951
22290,ZABSTAIN,3951
22291,Ron Black,3951
22292,ZABSTAIN,3951
22293,Andy Mitchell,3951
22294,ZABSTAIN,3951
22295,ZABSTAIN,3951
22296,Andy Mitchell,3951
22297,Andy Mitchell,3950
22298,Ron Black,3950
22299,Linda Marlene Eales,3950
22300,Andy Mitchell,3950
22301,ZABSTAIN,3950
22302,Andy Mitchell,3950
22303,Ron Black,3950
22304,ZABSTAIN,3950
22305,Linda Marlene Eales,3950
22306,ZABSTAIN,3950
22307,Andy Mitchell,3950
22308,Andy Mitchell,3950
22309,Andy Mitchell,3949
22310,Linda Marlene Eales,3949
22311,Ron Black,3949
22312,Andy Mitchell,3949
22313,Linda Marlene Eales,3949
22314,Ron Black,3949
22315,Andy Mitchell,3949
22316,Linda Marlene Eales,3949
22317,Linda Marlene Eales,3949
22318,Andy Mitchell,3949
22319,Ron Black,3949
22320,Linda Marlene Eales,3949
22321,ZABSTAIN,3949
22322,Linda Marlene Eales,3949
22323,Linda Marlene Eales,3948
22324,Linda Marlene Eales,3948
22325,ZABSTAIN,3948
22326,Linda Marlene Eales,3948
22327,Andy Mitchell,3948
22328,Linda Marlene Eales,3948
22329,Andy Mitchell,3948
22330,Andy Mitchell,3948
22331,Andy Mitchell,3948
22332,Andy Mitchell,3948
22333,Andy Mitchell,3948
22334,Andy Mitchell,3948
22335,Linda Marlene Eales,3948
22336,ZABSTAIN,3948
22337,Ron Black,3948
22338,Linda Marlene Eales,3948
22339,ZABSTAIN,3947
22340,ZABSTAIN,3947
22341,ZABSTAIN,3947
22342,Ron Black,3947
22343,Ron Black,3947
22344,Linda Marlene Eales,3947
22345,Andy Mitchell,3947
22346,Andy Mitchell,3947
22347,Andy Mitchell,3947
22348,Ron Black,3947
22349,ZABSTAIN,3947
22350,Ron Black,3947
22351,Ron Black,3947
22352,ZABSTAIN,3947
22353,ZABSTAIN,3947
22354,Andy Mitchell,3947
22355,Ron Black,3947
22356,Linda Marlene Eales,3947
22357,ZABSTAIN,3947
22358,Andy Mitchell,3947
22359,Ron Black,3947
22360,Ron Black,3946
22361,Linda Marlene Eales,3946
22362,Linda Marlene Eales,3946
22363,ZABSTAIN,3946
22364,Andy Mitchell,3946
22365,ZABSTAIN,3946
22366,Linda Marlene Eales,3946
22367,Ron Black,3946
22368,Linda Marlene Eales,3946
22369,Linda Marlene Eales,3946
22370,Andy Mitchell,3946
22371,Linda Marlene Eales,3946
22372,Ron Black,3946
22373,Linda Marlene Eales,3946
22374,Linda Marlene Eales,3946
22375,Ron Black,3946
22376,ZABSTAIN,3946
22377,Linda Marlene Eales,3946
22378,Linda Marlene Eales,3945
22379,Ron Black,3945
22380,Ron Black,3945
22381,Ron Black,3945
22382,ZABSTAIN,3945
22383,Linda Marlene Eales,3945
22384,ZABSTAIN,3945
22385,Linda Marlene Eales,3945
22386,Ron Black,3945
22387,Andy Mitchell,3945
22388,Andy Mitchell,3945
22389,Linda Marlene Eales,3945
22390,Andy Mitchell,3945
22391,Linda Marlene Eales,3944
22392,Ron Black,3944
22393,Andy Mitchell,3944
22394,ZABSTAIN,3944
22395,ZABSTAIN,3944
22396,ZABSTAIN,3944
22397,Linda Marlene Eales,3944
22398,ZABSTAIN,3944
22399,Ron Black,3944
22400,ZABSTAIN,3944
22401,Ron Black,3944
22402,ZABSTAIN,3944
22403,Linda Marlene Eales,3944
22404,Linda Marlene Eales,3943
22405,Andy Mitchell,3943
22406,ZABSTAIN,3943
22407,Andy Mitchell,3943
22408,Andy Mitchell,3943
22409,Andy Mitchell,3943
22410,Linda Marlene Eales,3943
22411,ZABSTAIN,3943
22412,Ron Black,3943
22413,Ron Black,3943
22414,ZABSTAIN,3943
22415,ZABSTAIN,3943
22416,Andy Mitchell,3943
22417,Linda Marlene Eales,3943
22418,ZABSTAIN,3943
22419,Andy Mitchell,3943
22420,ZABSTAIN,3943
22421,Andy Mitchell,3943
22422,Linda Marlene Eales,3943
22423,Linda Marlene Eales,3943
22424,ZABSTAIN,3943
22425,Andy Mitchell,3943
22426,Linda Marlene Eales,3942
22427,Andy Mitchell,3942
22428,Ron Black,3942
22429,Andy Mitchell,3942
22430,Ron Black,3942
22431,Linda Marlene Eales,3942
22432,Linda Marlene Eales,3942
22433,Ron Black,3942
22434,Ron Black,3942
22435,Ron Black,3942
22436,Linda Marlene Eales,3942
22437,Andy Mitchell,3942
22438,Andy Mitchell,3942
22439,Ron Black,3941
22440,Linda Marlene Eales,3941
22441,Andy Mitchell,3941
22442,ZABSTAIN,3941
22443,ZABSTAIN,3941
22444,Linda Marlene Eales,3941
22445,ZABSTAIN,3941
22446,ZABSTAIN,3941
22447,ZABSTAIN,3941
22448,ZABSTAIN,3941
22449,ZABSTAIN,3941
22450,Ron Black,3941
22451,Linda Marlene Eales,3941
22452,Ron Black,3941
22453,Linda Marlene Eales,3941
22454,ZABSTAIN,3941
22455,ZABSTAIN,3941
22456,Linda Marlene Eales,3940
22457,Linda Marlene Eales,3940
22458,Ron Black,3940
22459,Ron Black,3940
22460,ZABSTAIN,3940
22461,Linda Marlene Eales,3940
22462,Andy Mitchell,3940
22463,ZABSTAIN,3940
22464,Andy Mitchell,3940
22465,ZABSTAIN,3940
22466,Linda Marlene Eales,3940
22467,ZABSTAIN,3940
22468,Ron Black,3940
22469,Andy Mitchell,3940
22470,Linda Marlene Eales,3940
22471,Andy Mitchell,3940
22472,Ron Black,3940
22473,ZABSTAIN,3940
22474,Linda Marlene Eales,3940
22475,Ron Black,3940
22476,ZABSTAIN,3940
22477,Andy Mitchell,3939
22478,Ron Black,3939
22479,Linda Marlene Eales,3939
22480,ZABSTAIN,3939
22481,Ron Black,3939
22482,Linda Marlene Eales,3939
22483,Andy Mitchell,3939
22484,Ron Black,3939
22485,Andy Mitchell,3939
22486,Andy Mitchell,3939
22487,ZABSTAIN,3939
22488,Ron Black,3939
22489,ZABSTAIN,3938
22490,Ron Black,3938
22491,ZABSTAIN,3938
22492,ZABSTAIN,3938
22493,ZABSTAIN,3938
22494,Andy Mitchell,3938
22495,Ron Black,3938
22496,Linda Marlene Eales,3938
22497,Ron Black,3938
22498,Andy Mitchell,3938
22499,Linda Marlene Eales,3938
22500,ZABSTAIN,3938
22501,Linda Marlene Eales,3938
22502,Linda Marlene Eales,3938
22503,Ron Black,3937
22504,ZABSTAIN,3937
22505,Linda Marlene Eales,3937
22506,Ron Black,3937
22507,Linda Marlene Eales,3937
22508,Ron Black,3937
22509,Ron Black,3937
22510,ZABSTAIN,3937
22511,ZABSTAIN,3937
22512,ZABSTAIN,3937
22513,Andy Mitchell,3937
22514,Linda Marlene Eales,3937
22515,Linda Marlene Eales,3937
22516,Ron Black,3937
22517,Linda Marlene Eales,3937
22518,Ron Black,3936
22519,Ron Black,3936
22520,Linda Marlene Eales,3936
22521,Linda Marlene Eales,3936
22522,ZABSTAIN,3936
22523,ZABSTAIN,3936
22524,Andy Mitchell,3936
22525,Andy Mitchell,3936
22526,Linda Marlene Eales,3936
22527,ZABSTAIN,3936
22528,ZABSTAIN,3936
22529,ZABSTAIN,3936
22530,Ron Black,3935
22531,Linda Marlene Eales,3935
22532,Andy Mitchell,3935
22533,Ron Black,3935
22534,Andy Mitchell,3935
22535,Andy Mitchell,3935
22536,Andy Mitchell,3935
22537,ZABSTAIN,3935
22538,Ron Black,3935
22539,Linda Marlene Eales,3935
22540,Ron Black,3935
22541,Linda Marlene Eales,3935
22542,Linda Marlene Eales,3935
22543,ZABSTAIN,3935
22544,Andy Mitchell,3935
22545,ZABSTAIN,3935
22546,ZABSTAIN,3935
22547,Andy Mitchell,3935
22548,Linda Marlene Eales,3935
22549,Ron Black,3935
22550,ZABSTAIN,3934
22551,Andy Mitchell,3934
22552,Andy Mitchell,3934
22553,Andy Mitchell,3934
22554,ZABSTAIN,3934
22555,Linda Marlene Eales,3934
22556,Linda Marlene Eales,3934
22557,ZABSTAIN,3934
22558,Andy Mitchell,3934
22559,Ron Black,3934
22560,Linda Marlene Eales,3934
22561,Ron Black,3934
22562,Linda Marlene Eales,3934
22563,Andy Mitchell,3934
22564,Ron Black,3934
22565,ZABSTAIN,3934
22566,Ron Black,3934
22567,ZABSTAIN,3934
22568,Linda Marlene Eales,3934
22569,Ron Black,3934
22570,ZABSTAIN,3933
22571,Andy Mitchell,3933
22572,ZABSTAIN,3933
22573,Linda Marlene Eales,3933
22574,ZABSTAIN,3933
22575,Ron Black,3933
22576,ZABSTAIN,3933
22577,Linda Marlene Eales,3933
22578,Andy Mitchell,3933
22579,ZABSTAIN,3933
22580,ZABSTAIN,3933
22581,Andy Mitchell,3933
22582,Ron Black,3933
22583,Ron Black,3933
22584,Linda Marlene Eales,3933
22585,Linda Marlene Eales,3933
22586,ZABSTAIN,3933
22587,Andy Mitchell,3932
22588,Linda Marlene Eales,3932
22589,Linda Marlene Eales,3932
22590,Andy Mitchell,3932
22591,Andy Mitchell,3932
22592,Ron Black,3932
22593,ZABSTAIN,3932
22594,ZABSTAIN,3932
22595,ZABSTAIN,3932
22596,Ron Black,3932
22597,Ron Black,3932
22598,Ron Black,3932
22599,Ron Black,3932
22600,Andy Mitchell,3932
22601,Ron Black,3932
22602,Linda Marlene Eales,3932
22603,Linda Marlene Eales,3931
22604,ZABSTAIN,3931
22605,Linda Marlene Eales,3931
22606,Andy Mitchell,3931
22607,Ron Black,3931
22608,Andy Mitchell,3931
22609,Ron Black,3931
22610,ZABSTAIN,3931
22611,ZABSTAIN,3931
22612,Linda Marlene Eales,3931
22613,ZABSTAIN,3931
22614,Andy Mitchell,3931
22615,ZABSTAIN,3931
22616,Andy Mitchell,3931
22617,Linda Marlene Eales,3931
22618,ZABSTAIN,3931
22619,Ron Black,3931
22620,Ron Black,3930
22621,Ron Black,3930
22622,Linda Marlene Eales,3930
22623,Linda Marlene Eales,3930
22624,ZABSTAIN,3930
22625,ZABSTAIN,3930
22626,Linda Marlene Eales,3930
22627,Ron Black,3930
22628,ZABSTAIN,3930
22629,Linda Marlene Eales,3930
22630,ZABSTAIN,3930
22631,Ron Black,3930
22632,ZABSTAIN,3930
22633,Andy Mitchell,3930
22634,Ron Black,3930
22635,Ron Black,3929
22636,Andy Mitchell,3929
22637,Ron Black,3929
22638,Linda Marlene Eales,3929
22639,Andy Mitchell,3929
22640,Ron Black,3929
22641,Linda Marlene Eales,3929
22642,Ron Black,3929
22643,Linda Marlene Eales,3929
22644,Andy Mitchell,3929
22645,Andy Mitchell,3929
22646,Ron Black,3929
22647,Andy Mitchell,3929
22648,Ron Black,3929
22649,Andy Mitchell,3929
22650,ZABSTAIN,3928
22651,Linda Marlene Eales,3928
22652,Linda Marlene Eales,3928
22653,Ron Black,3928
22654,Linda Marlene Eales,3928
22655,ZABSTAIN,3928
22656,Ron Black,3928
22657,Andy Mitchell,3928
22658,Ron Black,3928
22659,Andy Mitchell,3928
22660,Ron Black,3928
22661,ZABSTAIN,3928
22662,Andy Mitchell,3928
22663,Andy Mitchell,3928
22664,Ron Black,3928
22665,Linda Marlene Eales,3928
22666,Andy Mitchell,3928
22667,ZABSTAIN,3927
22668,Andy Mitchell,3927
22669,Ron Black,3927
22670,Linda Marlene Eales,3927
22671,Ron Black,3927
22672,Andy Mitchell,3927
22673,Linda Marlene Eales,3927
22674,ZABSTAIN,3927
22675,Ron Black,3927
22676,Andy Mitchell,3927
22677,Andy Mitchell,3927
22678,ZABSTAIN,3927
22679,Andy Mitchell,3927
22680,Andy Mitchell,3927
22681,Ron Black,3927
22682,Ron Black,3926
22683,Andy Mitchell,3926
22684,Andy Mitchell,3926
22685,ZABSTAIN,3926
22686,Andy Mitchell,3926
22687,ZABSTAIN,3926
22688,Linda Marlene Eales,3926
22689,Ron Black,3926
22690,Linda Marlene Eales,3926
22691,ZABSTAIN,3925
22692,Linda Marlene Eales,3925
22693,Ron Black,3925
22694,Andy Mitchell,3925
22695,Linda Marlene Eales,3925
22696,Linda Marlene Eales,3925
22697,Linda Marlene Eales,3925
22698,Andy Mitchell,3925
22699,ZABSTAIN,3925
22700,Linda Marlene Eales,3925
22701,ZABSTAIN,3925
22702,Andy Mitchell,3925
22703,Ron Black,3925
22704,Linda Marlene Eales,3925
22705,Linda Marlene Eales,3925
22706,Andy Mitchell,3924
22707,ZABSTAIN,3924
22708,ZABSTAIN,3924
22709,ZABSTAIN,3924
22710,Linda Marlene Eales,3924
22711,ZABSTAIN,3924
22712,Andy Mitchell,3924
22713,Ron Black,3924
22714,Ron Black,3924
22715,Ron Black,3924
22716,ZABSTAIN,3924
22717,Linda Marlene Eales,3924
22718,Ron Black,3924
22719,Linda Marlene Eales,3924
22720,Andy Mitchell,3924
22721,Ron Black,3924
22722,Ron Black,3923
22723,Ron Black,3923
22724,Linda Marlene Eales,3923
22725,Ron Black,3923
22726,ZABSTAIN,3923
22727,ZABSTAIN,3923
22728,Ron Black,3923
22729,Linda Marlene Eales,3923
22730,Ron Black,3923
22731,Andy Mitchell,3923
22732,ZABSTAIN,3923
22733,ZABSTAIN,3923
22734,Andy Mitchell,3923
22735,Linda Marlene Eales,3923
22736,Ron Black,3923
22737,Linda Marlene Eales,3923
22738,Andy Mitchell,3923
22739,Andy Mitchell,3923
22740,Linda Marlene Eales,3923
22741,Ron Black,3923
22742,Linda Marlene Eales,3923
22743,Ron Black,3923
22744,Linda Marlene Eales,3922
22745,Linda Marlene Eales,3922
22746,Ron Black,3922
22747,ZABSTAIN,3922
22748,Andy Mitchell,3922
22749,Linda Marlene Eales,3922
22750,ZABSTAIN,3922
22751,ZABSTAIN,3922
22752,Linda Marlene Eales,3922
22753,Linda Marlene Eales,3922
22754,ZABSTAIN,3922
22755,Ron Black,3922
22756,ZABSTAIN,3922
22757,Ron Black,3922
22758,Andy Mitchell,3922
22759,ZABSTAIN,3921
22760,Andy Mitchell,3921
22761,Andy Mitchell,3921
22762,Ron Black,3921
22763,Andy Mitchell,3921
22764,Ron Black,3921
22765,Andy Mitchell,3921
22766,Linda Marlene Eales,3921
22767,ZABSTAIN,3921
22768,Linda Marlene Eales,3921
22769,Ron Black,3921
22770,ZABSTAIN,3921
22771,ZABSTAIN,3921
22772,Linda Marlene Eales,3921
22773,Linda Marlene Eales,3920
22774,Linda Marlene Eales,3920
22775,ZABSTAIN,3920
22776,Linda Marlene Eales,3920
22777,ZABSTAIN,3920
22778,Linda Marlene Eales,3920
22779,ZABSTAIN,3920
22780,ZABSTAIN,3920
22781,ZABSTAIN,3920
22782,Ron Black,3920
22783,Andy Mitchell,3920
22784,Andy Mitchell,3920
22785,Andy Mitchell,3920
22786,ZABSTAIN,3920
22787,Andy Mitchell,3920
22788,ZABSTAIN,3920
22789,Linda Marlene Eales,3920
22790,Andy Mitchell,3920
22791,ZABSTAIN,3920
22792,Ron Black,3919
22793,Andy Mitchell,3919
22794,ZABSTAIN,3919
22795,Linda Marlene Eales,3919
22796,Ron Black,3919
22797,Ron Black,3919
22798,ZABSTAIN,3918
22799,Andy Mitchell,3918
22800,ZABSTAIN,3918
22801,Andy Mitchell,3918
22802,Ron Black,3918
22803,Linda Marlene Eales,3918
22804,Linda Marlene Eales,3918
22805,Andy Mitchell,3918
22806,Linda Marlene Eales,3918
22807,Ron Black,3918
22808,Ron Black,3918
22809,Andy Mitchell,3918
22810,Ron Black,3918
22811,ZABSTAIN,3918
22812,Linda Marlene Eales,3918
22813,Andy Mitchell,3918
22814,Linda Marlene Eales,3918
22815,Andy Mitchell,3918
22816,Andy Mitchell,3918
22817,Andy Mitchell,3918
22818,Andy Mitchell,3917
22819,Andy Mitchell,3917
22820,Ron Black,3917
22821,Andy Mitchell,3917
22822,ZABSTAIN,3917
22823,Linda Marlene Eales,3917
22824,Andy Mitchell,3917
22825,Linda Marlene Eales,3916
22826,Linda Marlene Eales,3916
22827,Ron Black,3916
22828,Andy Mitchell,3916
22829,Andy Mitchell,3916
22830,Linda Marlene Eales,3916
22831,Andy Mitchell,3916
22832,Linda Marlene Eales,3916
22833,ZABSTAIN,3916
22834,Linda Marlene Eales,3916
22835,Ron Black,3916
22836,ZABSTAIN,3916
22837,Linda Marlene Eales,3916
22838,Linda Marlene Eales,3916
22839,ZABSTAIN,3915
22840,Linda Marlene Eales,3915
22841,ZABSTAIN,3915
22842,Linda Marlene Eales,3915
22843,Andy Mitchell,3915
22844,Linda Marlene Eales,3915
22845,ZABSTAIN,3915
22846,Ron Black,3915
22847,ZABSTAIN,3915
22848,Andy Mitchell,3915
22849,Ron Black,3915
22850,Andy Mitchell,3915
22851,Linda Marlene Eales,3914
22852,Ron Black,3914
22853,Ron Black,3914
22854,Andy Mitchell,3914
22855,Andy Mitchell,3914
22856,Linda Marlene Eales,3914
22857,Ron Black,3914
22858,Ron Black,3914
22859,Andy Mitchell,3914
22860,Ron Black,3914
22861,Ron Black,3914
22862,ZABSTAIN,3914
22863,Ron Black,3914
22864,Ron Black,3914
22865,Andy Mitchell,3914
22866,Linda Marlene Eales,3914
22867,Andy Mitchell,3913
22868,Ron Black,3913
22869,Ron Black,3913
22870,ZABSTAIN,3913
22871,ZABSTAIN,3913
22872,ZABSTAIN,3913
22873,Andy Mitchell,3913
22874,Ron Black,3913
22875,Linda Marlene Eales,3913
22876,Linda Marlene Eales,3913
22877,ZABSTAIN,3913
22878,ZABSTAIN,3913
22879,Andy Mitchell,3913
22880,Ron Black,3913
22881,Linda Marlene Eales,3913
22882,Ron Black,3913
22883,Linda Marlene Eales,3913
22884,Ron Black,3912
22885,ZABSTAIN,3912
22886,Linda Marlene Eales,3912
22887,Linda Marlene Eales,3912
22888,Ron Black,3912
22889,ZABSTAIN,3912
22890,Andy Mitchell,3912
22891,Andy Mitchell,3912
22892,Andy Mitchell,3912
22893,ZABSTAIN,3912
22894,Linda Marlene Eales,3912
22895,ZABSTAIN,3911
22896,Ron Black,3911
22897,Andy Mitchell,3911
22898,ZABSTAIN,3911
22899,Andy Mitchell,3911
22900,Ron Black,3911
22901,Andy Mitchell,3911
22902,Linda Marlene Eales,3911
22903,Andy Mitchell,3911
22904,Andy Mitchell,3911
22905,Andy Mitchell,3911
22906,Andy Mitchell,3911
22907,Ron Black,3911
22908,Linda Marlene Eales,3911
22909,Andy Mitchell,3911
22910,Andy Mitchell,3911
22911,Ron Black,3911
22912,ZABSTAIN,3911
22913,Andy Mitchell,3911
22914,ZABSTAIN,3911
22915,Linda Marlene Eales,3911
22916,Linda Marlene Eales,3911
22917,ZABSTAIN,3910
22918,Linda Marlene Eales,3910
22919,Linda Marlene Eales,3910
22920,Andy Mitchell,3910
22921,ZABSTAIN,3910
22922,Linda Marlene Eales,3910
22923,Andy Mitchell,3910
22924,ZABSTAIN,3910
22925,Linda Marlene Eales,3910
22926,Linda Marlene Eales,3910
22927,Andy Mitchell,3910
22928,Linda Marlene Eales,3910
22929,Andy Mitchell,3910
22930,Andy Mitchell,3910
22931,Andy Mitchell,3910
22932,Linda Marlene Eales,3909
22933,Ron Black,3909
22934,Linda Marlene Eales,3909
22935,Ron Black,3909
22936,Ron Black,3909
22937,Linda Marlene Eales,3909
22938,ZABSTAIN,3909
22939,Linda Marlene Eales,3909
22940,ZABSTAIN,3909
22941,Linda Marlene Eales,3909
22942,ZABSTAIN,3909
22943,Ron Black,3909
22944,Linda Marlene Eales,3909
22945,Andy Mitchell,3909
22946,Ron Black,3909
22947,Andy Mitchell,3909
22948,ZABSTAIN,3908
22949,Ron Black,3908
22950,Ron Black,3908
22951,Andy Mitchell,3908
22952,Linda Marlene Eales,3908
22953,Ron Black,3908
22954,ZABSTAIN,3908
22955,Ron Black,3908
22956,ZABSTAIN,3908
22957,Linda Marlene Eales,3908
22958,ZABSTAIN,3908
22959,Andy Mitchell,3908
22960,Linda Marlene Eales,3908
22961,Andy Mitchell,3908
22962,Andy Mitchell,3907
22963,Linda Marlene Eales,3907
22964,Linda Marlene Eales,3907
22965,ZABSTAIN,3907
22966,ZABSTAIN,3907
22967,Linda Marlene Eales,3907
22968,Ron Black,3907
22969,Linda Marlene Eales,3907
22970,Ron Black,3907
22971,Linda Marlene Eales,3907
22972,Andy Mitchell,3907
22973,Andy Mitchell,3907
22974,Linda Marlene Eales,3907
22975,Linda Marlene Eales,3907
22976,Andy Mitchell,3906
22977,Linda Marlene Eales,3906
22978,Linda Marlene Eales,3906
22979,Andy Mitchell,3906
22980,Linda Marlene Eales,3906
22981,ZABSTAIN,3906
22982,ZABSTAIN,3906
22983,Linda Marlene Eales,3906
22984,Ron Black,3906
22985,Ron Black,3906
22986,Ron Black,3906
22987,ZABSTAIN,3905
22988,ZABSTAIN,3905
22989,Andy Mitchell,3905
22990,ZABSTAIN,3905
22991,ZABSTAIN,3905
22992,Linda Marlene Eales,3905
22993,Ron Black,3905
22994,Linda Marlene Eales,3905
22995,Linda Marlene Eales,3905
22996,Ron Black,3905
22997,Andy Mitchell,3905
22998,Ron Black,3904
22999,ZABSTAIN,3904
23000,Linda Marlene Eales,3904
23001,ZABSTAIN,3904
23002,Andy Mitchell,3904
23003,Andy Mitchell,3904
23004,Linda Marlene Eales,3904
23005,ZABSTAIN,3904
23006,Linda Marlene Eales,3904
23007,Ron Black,3904
23008,Linda Marlene Eales,3904
23009,Andy Mitchell,3904
23010,Linda Marlene Eales,3904
23011,Linda Marlene Eales,3904
23012,ZABSTAIN,3903
23013,ZABSTAIN,3903
23014,ZABSTAIN,3903
23015,Linda Marlene Eales,3903
23016,Andy Mitchell,3903
23017,Ron Black,3903
23018,Andy Mitchell,3903
23019,Ron Black,3903
23020,Linda Marlene Eales,3903
23021,ZABSTAIN,3903
23022,ZABSTAIN,3903
23023,Andy Mitchell,3903
23024,Andy Mitchell,3903
23025,Linda Marlene Eales,3903
23026,Andy Mitchell,3902
23027,ZABSTAIN,3902
23028,Linda Marlene Eales,3902
23029,ZABSTAIN,3902
23030,Ron Black,3902
23031,Linda Marlene Eales,3902
23032,ZABSTAIN,3902
23033,ZABSTAIN,3902
23034,Ron Black,3902
23035,Linda Marlene Eales,3902
23036,ZABSTAIN,3902
23037,Linda Marlene Eales,3902
23038,Linda Marlene Eales,3902
23039,Andy Mitchell,3902
23040,ZABSTAIN,3902
23041,Andy Mitchell,3902
23042,Linda Marlene Eales,3902
23043,ZABSTAIN,3902
23044,ZABSTAIN,3901
23045,Linda Marlene Eales,3901
23046,Ron Black,3901
23047,Andy Mitchell,3901
23048,Andy Mitchell,3901
23049,ZABSTAIN,3901
23050,Ron Black,3901
23051,ZABSTAIN,3901
23052,ZABSTAIN,3901
23053,Andy Mitchell,3901
23054,Andy Mitchell,3901
23055,Andy Mitchell,3901
23056,Ron Black,3901
23057,Ron Black,3901
23058,ZABSTAIN,3901
23059,ZABSTAIN,3900
23060,Linda Marlene Eales,3900
23061,ZABSTAIN,3900
23062,Andy Mitchell,3900
23063,Ron Black,3900
23064,ZABSTAIN,3900
23065,Ron Black,3900
23066,Ron Black,3900
23067,Ron Black,3900
23068,Linda Marlene Eales,3900
23069,Ron Black,3900
23070,ZABSTAIN,3900
23071,Andy Mitchell,3900
23072,ZABSTAIN,3900
23073,ZABSTAIN,3900
23074,Ron Black,3899
23075,Linda Marlene Eales,3899
23076,Andy Mitchell,3899
23077,ZABSTAIN,3899
23078,Andy Mitchell,3899
23079,ZABSTAIN,3899
23080,Linda Marlene Eales,3899
23081,Andy Mitchell,3899
23082,Linda Marlene Eales,3899
23083,Linda Marlene Eales,3899
23084,ZABSTAIN,3899
23085,Andy Mitchell,3899
23086,Linda Marlene Eales,3899
23087,Andy Mitchell,3899
23088,Ron Black,3899
23089,Ron Black,3898
23090,ZABSTAIN,3898
23091,ZABSTAIN,3898
23092,Linda Marlene Eales,3898
23093,Andy Mitchell,3898
23094,Linda Marlene Eales,3898
23095,ZABSTAIN,3898
23096,Linda Marlene Eales,3898
23097,Linda Marlene Eales,3898
23098,Andy Mitchell,3898
23099,Linda Marlene Eales,3898
23100,Linda Marlene Eales,3898
23101,Andy Mitchell,3898
23102,Andy Mitchell,3898
23103,ZABSTAIN,3898
23104,Andy Mitchell,3898
23105,Ron Black,3898
23106,Andy Mitchell,3898
23107,Ron Black,3898
23108,Andy Mitchell,3898
23109,Linda Marlene Eales,3898
23110,ZABSTAIN,3897
23111,Andy Mitchell,3897
23112,Andy Mitchell,3897
23113,Andy Mitchell,3897
23114,Andy Mitchell,3897
23115,Linda Marlene Eales,3897
23116,Andy Mitchell,3897
23117,ZABSTAIN,3897
23118,Andy Mitchell,3897
23119,Linda Marlene Eales,3897
23120,Andy Mitchell,3897
23121,Linda Marlene Eales,3897
23122,Linda Marlene Eales,3897
23123,Ron Black,3897
23124,ZABSTAIN,3897
23125,Linda Marlene Eales,3897
23126,Ron Black,3897
23127,Andy Mitchell,3897
23128,ZABSTAIN,3896
23129,Ron Black,3896
23130,Ron Black,3896
23131,ZABSTAIN,3896
23132,Linda Marlene Eales,3896
23133,ZABSTAIN,3896
23134,Ron Black,3896
23135,Linda Marlene Eales,3896
23136,ZABSTAIN,3896
23137,Ron Black,3896
23138,Ron Black,3896
23139,Andy Mitchell,3896
23140,Ron Black,3896
23141,Andy Mitchell,3896
23142,ZABSTAIN,3896
23143,Linda Marlene Eales,3896
23144,Linda Marlene Eales,3896
23145,Andy Mitchell,3896
23146,Ron Black,3896
23147,Andy Mitchell,3896
23148,Linda Marlene Eales,3896
23149,ZABSTAIN,3896
23150,ZABSTAIN,3896
23151,Linda Marlene Eales,3895
23152,Ron Black,3895
23153,Linda Marlene Eales,3895
23154,Andy Mitchell,3895
23155,Ron Black,3895
23156,Ron Black,3895
23157,ZABSTAIN,3895
23158,Ron Black,3895
23159,Andy Mitchell,3895
23160,Andy Mitchell,3895
23161,Andy Mitchell,3895
23162,Andy Mitchell,3895
23163,Linda Marlene Eales,3895
23164,Linda Marlene Eales,3895
23165,Ron Black,3895
23166,ZABSTAIN,3895
23167,Linda Marlene Eales,3895
23168,Linda Marlene Eales,3895
23169,Ron Black,3894
23170,Andy Mitchell,3894
23171,Linda Marlene Eales,3894
23172,ZABSTAIN,3894
23173,Linda Marlene Eales,3894
23174,Linda Marlene Eales,3894
23175,Ron Black,3894
23176,Ron Black,3894
23177,ZABSTAIN,3894
23178,ZABSTAIN,3894
23179,Linda Marlene Eales,3894
23180,Ron Black,3894
23181,ZABSTAIN,3894
23182,ZABSTAIN,3894
23183,Ron Black,3893
23184,Andy Mitchell,3893
23185,ZABSTAIN,3893
23186,ZABSTAIN,3893
23187,Linda Marlene Eales,3893
23188,Ron Black,3893
23189,Andy Mitchell,3893
23190,Ron Black,3893
23191,ZABSTAIN,3893
23192,Ron Black,3893
23193,Linda Marlene Eales,3893
23194,Linda Marlene Eales,3892
23195,ZABSTAIN,3892
23196,ZABSTAIN,3892
23197,Andy Mitchell,3892
23198,ZABSTAIN,3892
23199,ZABSTAIN,3892
23200,Andy Mitchell,3892
23201,ZABSTAIN,3892
23202,Linda Marlene Eales,3892
23203,Linda Marlene Eales,3892
23204,Linda Marlene Eales,3892
23205,Linda Marlene Eales,3891
23206,Linda Marlene Eales,3891
23207,Ron Black,3891
23208,Ron Black,3891
23209,Andy Mitchell,3891
23210,ZABSTAIN,3891
23211,Ron Black,3891
23212,ZABSTAIN,3891
23213,Linda Marlene Eales,3891
23214,Linda Marlene Eales,3891
23215,Ron Black,3891
23216,Ron Black,3891
23217,Ron Black,3891
23218,Ron Black,3891
